text,label
"Tore open a package it was an empty box No meaning to me, just an empty box Sender was a woman Sender was a woman She said she's sending me everything that I I, I never gave her before She said, ""fill it up and send it back"" ""Fill it up and send it back"" So I sent her back an empty box A big mistake sent back an empty box Half in the shadows, half in the husky moonlight And half insane just a sound I crossed into a valley, a valley so dark That when I look back I can't see where I began I can't see my hands I don't even know if my eyes are open In the morning, I was by the sea And I swam out as far as I could swim Until I was too tired to swim anymore And then I floated... and tried to get my strength back And then an empty box came floating by An empty box and I crawled inside Half in the shadows half in the husky moonlight And half insane just a sound in the night Half in the shadows half in the husky moonlight And half insane just a sound",rock
"Bop bopa-a-lu a whop bam boo Tutti frutti, oh Rudy Tutti frutti, oh Rudy Tutti frutti, oh Rudy Tutti frutti, oh Rudy Tutti frutti, oh Rudy A whop bop-a-lu a whop bam boo  I got a gal named Sue, she knows just what to do I got a gal named Sue, she knows just what to do She rock to the east, she rocks to the west But she's the girl that I know best  Tutti frutti, oh Rudy Tutti frutti, oh Rudy Tutti frutti, oh Rudy Tutti frutti, oh Rudy Tutti frutti, oh Rudy A whop bop-a-lu a whop bam boo  I got a gall named Daisy, she almost drives me crazy I got a gal named Daisy, she almost drives me crazy She knows how to love me, yes indeed Boy, I don't know what you're doin' to me  Tutti frutti, oh Rudy Tutti frutti, oh Rudy Tutti frutti, oh Rudy Tutti frutti, oh Rudy Tutti frutti, oh Rudy A whop bop-a-lu a whop bam boo A whop bop-a-lu a whop bam boo (A whop bop-a-lu a whop bam boo)  Tutti frutti, oh Rudy Tutti frutti, oh Rudy Tutti frutti, oh Rudy Tutti frutti, oh Rudy Tutti frutti, oh Rudy A whop bop-a-lu a whop bam boo   I got a gal named Daisy, she almost drives me crazy I got a gal named Daisy, she almost drives me crazy She knows how to love me, yes indeed Boy, I don't know what you're doin' to me  Tutti frutti, oh Rudy Tutti frutti, oh Rudy Tutti frutti, oh Rudy A whop bop-a-lu a whop bam boo  Tutti frutti, oh Rudy Tutti frutti, oh Rudy Tutti frutti, oh Rudy Tutti frutti, oh Rudy Tutti frutti, oh Rudy A whop bop-a-lu a whop bam boo Hey!",rock
"Squint your eyes and look closer I'm not between you and your ambition I am a poster girl with no poster I am 32 flavors and then some And I'm beyond your peripheral vision So you might want to turn your head Cause someday you are gonna get hungry And eat most of the words you just said  Both my parents taught me about goodwill And I have done well by their names Just the kindness I've lavished on strangers Is more than I can explain Still there's many who've turned out their porch lights Just so I would think they were not home And hid in the dark of their windows Till I'd passed and left them alone  God help you if you are an ugly girl Course, too pretty is also your doom Cause everyone harbors a secret hatred For the prettiest girl in the room And God help you if you are a phoenix And you dare to rise up from the ash A thousand eyes will smolder with jealousy While you are just flying past  And I'll never try to give my life meaning By demeaning you But I would like to state for the record I did everything that I could do I'm not saying that I am a saint I just don't want to live that way No, I will never be a saint But I will always say  Squint your eyes and look closer I'm not between you and your ambition I am a poster girl with no poster I am 32 flavors and then some And I'm beyond your peripheral vision So you might want to turn your head Cause someday you might find you are starving And eating all of the words that you said",rock
"A girl consumed by fire We all know her desire From the plans that she has made I had her on a promise Immerse me in your splendour All the plans that I have made This is the one This is the one This is the one This is the one This is the one She's waited for This is the one This is the one This is the one Oh, this is the one This is the one She's waited for I'd like to leave the country For a month of Sundays Burn the town where I was born If only she'd believe me Bellona belladonna Burn me out or bring me home And this is the one This is the one This is the one This is the one This is the one She's waited for This is the one This is the one This is the one Oh, this is the one This is the one I've waited for Oh, this is the one Oh, this is the one This is the one I've waited for This is the one Oh, this is the one Oh, this is the one This is the one I've waited for This is the one This is the one This is the one Oh, this is the one This is the one I've waited for It may go right It may go wrong This is the one This is the one She's waited for And this is the one This is the one This is the one This is the one She's waited for And this is the one Oh, this is the one Ah, this is the one This is the one I've waited for This is the one This is the one This is the one I've waited for",rock
"People, places Pursuing the chases Our moments were chosen Her senses explosion Take your pulse and read it well She never said you'd only get one chance Pay your debt and bleed as well You're living in the same circumstances The end of an era Our future no clearer My people no stronger The blame i lay on her Wonderland, wonderland It's beautiful Wonderland, wonderland It's beautiful Take your pulse and read it well She never said you'd only get one chance Pay your debt and bleed as well You're living in the same circumstances The end of an era Our future no clearer My people no stronger The blame i lay on her",rock
"I said hello Mary Lou, goodbye heart Sweet Mary Lou, I'm so in love with you I knew Mary Lou we'd never part So hello Mary Lou, goodbye heart  You passed me by one sunny day Flashed those big brown eyes my way I knew I wanted you forever more Hey, I'm not one that get's around Swear my feet stuck to the ground And oh, I never did see you no more  I said hello Mary Lou, goodbye heart Sweet Mary Lou, I'm so in love with you I knew Mary Lou we'd never part So hello Mary Lou, goodbye heart So hello Mary Lou, goodbye heart One more time So hello Mary Lou, goodbye heart   Ay! Ay, wait a minute One minute! I need my fucking- but I don't care. Let's go!",rock
"I had a dream, oh yeah Crazy dream, oh ho Anything I wanted to know Any place I needed to go Hear my song, yeah People won't you listen now? Sing along, oh You don't know what you're missing now Any little song that you know Everything that's small has to grow And it's gonna grow now, push, push, yeah   Na-na-na-na-na California sunlight Sweet Calcutta rain Honolulu Starbright The song remains the same, ooh yeah   All you gotta do now, all you gotta do now Ooh, sing out Hare Hare Ooh, Dance the Hoochie Koo City lights are oh so bright As we go sliding, sliding Sliding, sliding, sliding, sliding Through",rock
Shadows in your room Like a ghost you never see Look in to the one you love if you're afraid of me Ghettos in his eyes He plays a torch song melody Listen to the one you love if you're afraid of me Ghost rider E S P Paperback rider You can't fool me When all is said and done Babylon was meant to be Shitting on the one you love if you're afraid of me He's got the wild dog in his eyes He's got a speedball in his brain Running through the roads of love like a marathon man  Ghost rider E S P The devil inside her Don't want it to be Yeah the ghost rider E S P A paperback rider Deep down in his soul Every little boy knows The he can't stop running so go Look out There's been a shoot out for love I've got the shivers of love Ghost rider E S P The devil inside her I don't want it to be Ghost rider E S P She's got the devil inside her Oh no you can't You can't fool me Oh no you can't You can't fool me Oh no you can't Yeah the ghost rider E S P Oh paperback rider Oh no you can't fool Oh no you can't fool,rock
"Is this the real life? Is this just fantasy? Caught in a landslide, no escape from reality Open your eyes, look up to the skies and see I'm just a poor boy, I need no sympathy Because I'm easy come, easy go, little high, little low Any way the wind blows doesn't really matter to me, to me  Mama, just killed a man Put a gun against his head, pulled my trigger, now he's dead Mama, life had just begun But now I've gone and thrown it all away Mama, ooh, didn't mean to make you cry If I'm not back again this time tomorrow Carry on, carry on as if nothing really matters  Too late, my time has come Sends shivers down my spine, body's aching all the time Goodbye, everybody, I've got to go Gotta leave you all behind and face the truth Mama, ooh (Any way the wind blows) I don't wanna die I sometimes wish I'd never been born at all   I see a little silhouetto of a man Scaramouche, Scaramouche, will you do the Fandango? Thunderbolt and lightning, very, very frightening me (Galileo) Galileo, (Galileo) Galileo, Galileo Figaro magnifico But I'm just a poor boy, nobody loves me He's just a poor boy from a poor family Spare him his life from this monstrosity Easy come, easy go, will you let me go? Bismillah! No, we will not let you go (Let him go) Bismillah! We will not let you go (Let him go) Bismillah! We will not let you go (Let me go) Will not let you go (Let me go) Will not let you go (Never, never, never, never let me go) Ah No, no, no, no, no, no, no (Oh, mamma mia, mamma mia) Mamma mia, let me go Beelzebub has a devil put aside for me, for me, for me!  So you think you can stone me and spit in my eye? So you think you can love me and leave me to die? Oh, baby, can't do this to me, baby! Just gotta get out, just gotta get right outta here  (Ooh) (Ooh, yeah, ooh, yeah) Nothing really matters, anyone can see Nothing really matters Nothing really matters to me Any way the wind blows",rock
"Hanging on a curtain Swinging like a clock (Swinging like a clock) Big hand on the seven Little hand on top (Little hand on top) You said you like to hear me talk You told me not to stop (Told me not to stop) You said you like to hear me talk You told me not to stop (Told me not to stop) Little red feet with big blue toes Let me put my hand inside your clothes Little red feet with big blue toes Let me put my hand inside your clothes Cute buttons like pointy little teeth, Woh! Don't bite please Cute buttons like pointy little teeth, Woh! Don't bite please Little red feet with big blue toes Let me put my hand inside your clothes Hanging on a curtain Swinging like a clock (Swinging like a clock) Big hand on the seven Little hand on top (Little hand on top) You said you like to hear me talk You told me not to stop (Told me not to stop) You said you like to hear me talk You told me not to stop (Told me not to stop)",rock
Ah! Hey! Every night about Every night about Every night about Eleven O'Clock Every night about Every night about Every night about Eleven O'Clock Every night about Every night about Every night about Eleven O'Clock Every night about Every night about Every night about Eleven O'Clock I go out I go out Oh! Every night about Every night about Every night about Eleven O'Clock Every night about Every night about Every night about Eleven O'Clock Every night about Every night about Every night about Eleven O'Clock Every night about Every night about Every night about Eleven O'Clock I go out I go out Out Every night about Every night about Every night about Eleven O'Clock Every night about Every night about Every night about Eleven O'Clock Every night about Every night about Every night about Eleven O'Clock Every night about Every night about Every night about Eleven O'Clock Every night about Every night about Every night about Eleven O'Clock I go out I go out I go out,rock
"How can I tell you To put it all in words There is so much left to say But the meaning slips away How can I show you To see it through my eyes Don't deny that part of you That's been dying for it too  --How do I know if I give you too much Will I scare you away How do I know when to leave you alone When to beg you to stay --I wanna know Just how much love does it take --to get to you I stand here ready to break --Tell me, tell me --How much love does it take Moment to moment I don't know where it stands Will I end up like the rest Well it's anybody' guess Can I persuade you So softly in a touch If it's all a waste of time Well I'm only wasting mine  How do I know when to leave you alone When to beg you to stay --I wanna know Just how much love does it take To get to you I stand here ready to break Tell me, tell me Just how much love does it take It's up to you I stand here ready to break Tell me, tell me Oh tell me, tell me How much love does it take",rock
"Silent woman in the night, you came Took my seed from my shaking frame Same old fire, another flame And the wheel rolls on Silent woman through the flames, you come From the deep behind the sun Seems my nightmares, have just begun Left me barely holding on With blazing eyes you see my trembling hand When we know the time has come Lose my senses, lose command Feel your healing rivers run Is it every time I fall That I think this is the one Oooh, in the darkness can you hear me call Another day has just begun Another day Silent woman, my face is changed Some know in ways to come Feel my fire needs a brand new flame And the wheels rolls on Rolls on Rolls on Rolls on, babe Rolls",rock
"I get off my things, I lay down in the sidelines I don't feel that I hide, just permanently ride And I'm waiting for your gentle rain Something that'll help me learn But one look at her and you know That she's got it bad One look in the mirror shows I live as i want But she's got it bad Check it out, check it out, roll up there now Huh! She's headed for a festival of heartache Miss executive desperation you only suck the Blood that's spilled Your macho imitation femininity is killed I pray that you feel no pain Only if it helps you learn But one look at her and you know That she's got it bad One look and the mirror shows I live as i want But she's got it bad She knows it It shows!",rock
"Should I fall out of love, my fire in the light To chase a feather in the wind Within the glow that weaves a cloak of delight There moves a thread that has no end  For many hours and days that pass ever soon The tides have caused the flame to dim At last the arm is straight, the hand to the loom Is this to end or just begin?  All of my love, all of my love All of my love to you, now All of my love, all of my love Oh, all of my love to you, now  The cup is raised, the toast is made yet again One voice is clear above the din Proud Arianne one word, my will to sustain For me, the cloth once more to spin  Oh, all of my love, all of my love Oh, all of my love for you now All of my love, all of my love, yes All of my love to you, child   Yours is the cloth, mine is the hand that sews time His is the force that lies within Ours is the fire, all the warmth we can find He is a feather in the wind  Oh, all of my love, all of my love Oh, all of my love to you, now All of my love, oh yes All of my love to you All of my love, all of my love All of my love! Sometimes, sometimes Hey hey hey hey, ooooh yeah It's all all all All of my love, all of my love All of my love to you, now All of my love, all of my love All of my love to you, now I get a little bit lonely Just a little, just a little Just a little bit lonely Just a little bit lonely",rock
Early to bed and early to rise Makes a man or woman miss out on the night life Early to bed and early to rise Makes a man or woman miss out on the night life  One drink call it a early night Soon you're curled up beneath the reading light Or you bathe in the TV's blue tint On your pillow an after-dinner mint  Early to bed and early to rise Makes a man or woman miss out on the night life Early to bed and early to rise Makes a man or woman miss out on the night life  Early to bed so you can wait For three buses a trolley and a train I think it's worth it for you to stay awake Maybe tomorrow you'll be a little late  But early to bed and early to rise Makes a man or woman miss out on the night life Early to bed and early to rise Makes a man or woman miss out on the night life  You'll miss out on the night life You'll miss out on the night life,rock
Murder for the money Yeah murder everyday Murder every inch of the goddamm way Murder in the morning yeah murder in the night Murder every single moment of your god forsaken life Yeah it's murder for the money Yeah it's murder for the money Murder for the money you got to cry sweat and bleed I've seen a grown man have to get down on his knees Murder in the morning yeah murder in the night Murder every single day of your goddamm life Yeah it's murder for the money Yeah it's murder for the money Murder for the money Murder for the money Murder for the money Murder (x8 total) Murder every inch of the goddamm way Murder in the morning yea murder in the night Murder every single second of your god forsaken life Yeah it's murder for the money Yeah it's murder for the money Murder for the money Murder for the money,rock
"We're gonna do some rock 'n' roll!  Agh The minute you walked in the joint I could see you were a man of distinction A real big spender  Good lookin', so refined Say, wouldn't you like to know What's goin' on in my mind?  Well, let me get right to the point: I don't pop my cork for every guy I see Hey Big Spender! Spend a little time with me",rock
"Two worlds collide, rival nations It's a primitive clash venting years of frustrations Bravely we hope against all hope There is so much at stake Seems our freedom's up against the ropes Does the crowd understand? Is it East versus West or man against man? Can any nation stand alone?  In the burning Heart just about to burst There's a quest for answers an unquenchable thirst In the darkest night rising like a spire In the burning heart the unmistakable fire  In the warriors code there's no surrender Though his body says stop his spirit cries - never! Deep in our soul a quiet ember knows it's you against you It's the paradox that drives us on It's a battle of wills In the heat of attack it's the passion that kills The victory is yours alone  In the burning Heart just about to burst There's a quest for answers an unquenchable thirst In the darkest night rising like a spire In the burning heart the unmistakable fire   In the burning Heart just about to burst There's a quest for answers an unquenchable thirst In the darkest night rising like a spire In the burning heart the unmistakable fire In the burning Heart just about to burst There's a quest for answers an unquenchable thirst In the darkest night rising like a spire In the burning heart the unmistakable fire  In the burning heart",rock
"Then as it was, then again it will be And though the course may change sometimes Rivers always reach the sea Blind stars of fortune, each have several rays On the wings of maybe, down in birds of prey Kind of makes me feel sometimes, didn't have to grow But as the eagle leaves the nest, it's got so far to go Changes fill my time, baby, that's alright with me In the midst I think of you, and how it used to be Did you ever really need somebody And really need 'em bad Did you ever really want somebody The best love you ever had Do you ever remember me, baby Did it feel so good 'Cause it was just the first time And you knew you would Through the eyes an' I sparkle Senses growing keen Taste your love along the way See your feathers preen Kind of makes makes me feel sometimes Didn't have to grow We are eagles of one nest The nest is in our soul Vixen in my dreams, with great surprise to me Never thought I'd see your face The way it used to be Oh darlin', oh darlin' I'm never gonna leave you I never gonna leave Holdin' on, ten years gone Ten years gone, holdin' on, ten years gone Ten years gone, holdin' on",rock
"Your knuckles whiten on the wheel The last thing that your hands will feel Your final flight can’t be delayed No earth, just sky it’s so serene Your pink fat lips let go a scream You fry and melt, I love the scene  Sometimes I fantasise When the streets are cold and lonely And the cars they burn below me Don’t these times fill your eyes? When the streets are cold and lonely And the cars they burn below me Are you all alone? Is anybody home?  I’m standing warm against the cold Now that the flames have taken hold At least you left your life in style And for as far as I can see Ten twisted grills grin back at me Bad money dies, I love the scene  Sometimes I fantasise When the streets are cold and lonely And the cars they burn below me Don’t these times fill your eyes? When the streets are cold and lonely And the cars they burn below me Are you all alone? Is anybody home?  Sometimes I fantasise When the streets are cold and lonely And the cars they burn below me Don’t these times fill your eyes? When the streets are cold and lonely And the cars they burn below me Are you all alone? Are you made of stone?",rock
"I wanna tell you about my good thing I ain't disclosing no names, but He sure is a good friend, and I ain't gonna tell you where he comes from, boy If I tell you, you won't come again, hey I ain't gonna tell you nothing, but I do will, but I know, yeah! Now let me tell you about my girl I open up a newspaper and what do I see?  Ah, ah See my girl, ah, looking at me  Ooh, and when she walks, she walks Let me tell you, when she talks, she talks And when she looks me in my eye She's my baby, Lord, I wanna make her mine, baby Ooh, tell me baby what you want me to do! And you want me to love you, love some other men? Ooh, ain't gonna call me Mr. Pitiful, no! I don't need no respect from nobody, no  Ah yeah, no, no Ah  I ain't gonna tell you nothing, I ain't gonna tell you no more, no! She's my baby, let me tell you that I love her so and, and! She is the woman I really wanna love and let me tell you more Ooh! She's my baby let me tell you, she lives next door She's the one a woman the one a woman that I know I ain't going, I ain't going, I ain't going to tell I ain't going to tell you one thing That you really ought to know, boy! She's my lover, baby, and I love her so, and She's the one that really makes me whirl and twirl, and! She's the kind of lover that makes me feel the whole world, and She's the one who really makes me jump and shout, oh! She's the kind of girl, I know what it's all about! Take it on Take it, take it, take it  Ah, excuse me Oh, will you excuse me? I'm just trying to find the bridge! Has anybody seen the bridge? Please! (Have you seen the bridge?) I ain't seen the bridge! (Where's that confounded bridge?)",rock
"Oh oh oh oh oh oh ... You don't have to go ... to hell, hell, hell You don't have to go ... to hell, oh oh ! Baby, please, don't go I follow Jesus Christ; I swallowed all my pride ... then He saved ... my soul When I read the letter to Romans, it said, ""You're bad, bad, bad."" When I saw the place I was goin', it made me scared, scared, scared But He still loved me so He wouldn't let me go He loves you... Ooh baby, you got to know Oh oh oh oh oh oh ... everyone gets saved, oh oh oh oh Only if they call His name Hey, hey -- but if they refuse ‹ Uh oh I Know He saved my soul, oh, oh, oh, oh You heard me, He saved my soul, oh, oh ... Baby, please, don't go ",rock
"First i learned to crawl and then some other strokes I can never remember any real good jokes Do you feel like swimming Do you feel like swimming Yes right now I know a way to swim all the way down town I know a way to swim all the way down town It's a lot like swimming first time over your head It gets easier when you move your arms and legs And for air you lift your head, why don't we try right now Yes right now Yes right now Well I know a way to swim all the way down town I know a way to swim all the way down town well I know a way to swim all the way down town I know a way to swim all the way down town We'll go by way of the garden, fat with tomatoes and leaves on the vine Sweet like the way it was Like swimming for the very first time Do you feel like swimming Do you feel like swimming Well",rock
"Jessie is a friend Yeah, I know, he's been a good friend of mine But lately something's changed that ain't hard to define Jessie's got himself a girl, and I wanna make her mine  And she's watching him with those eyes And she's lovin' him with that body I just know it And he's holding her in his arms late, late at night  You know I wish that I had Jessie's girl I wish that I had Jessie's girl Where can I find a woman like that?  I'll play along with this charade That doesn't seem to be a reason to change You know I feel so dirty when they start talking cute I wanna tell her that I love her, but the point is probably moot  'Cause she's watching him with those eyes And she's lovin' him with that body I just know it And he's holding her in his arms late, late at night  You know I wish that I had Jessie's girl I wish that I had Jessie's girl Where can I find a woman like that? Like Jessie's girl I wish that I had Jessie's girl Where can I find a woman... Where can I find a woman like that?  And I'm lookin' in the mirror all the time Wonderin' what she don't see in me I've been funny; I've been cool with the lines Ain't that the way love's supposed to be?  Tell me where can I find a woman like that? You know I wish that I had Jessie's girl I wish that I had Jessie's girl I want Jessie's girl Where can I find a woman like that? Like Jessie's girl I wish that I had Jessie's girl I want, I want Jessie's girl",rock
"Have you ever walked alone at night Like a man against the world No one takes your side A boat against the tide When your faith is shaken you start to break And your heart can't find the words Tossed upon the sand I give you a man against the world  All the people cheer 'til the end is near And the hero takes a fall Then they'll drag you through the mud You're only flesh and blood I have walked the path from dark to light And they've yet to come to terms Alone I take my stand I'm only a man against the world  And love, like a distant reminder It tugs at my shoulder It calls me home I shout, can a single voice carry Will I find sanctuary within your arms Someday when the answer's clearer Someday when I even the score You'll reach and you'll find me near you Right beside you Forevermore  But for now I'll walk the night alone Like a man against the world A brand new day will shine Through the avalanche of time Now the road's grown long, but the spirit's strong And the fire within still burns Alone I take my stand I give you a man against the world",rock
On 06/06/66 I was little I didn't know shit About 07/07/77 eleven years later still don't know any better By 08/08/88 it's way to late for me to change and By 09/09/99 I hope I'm sitting on the back porch drinking red wine singing Oh french fries with pepper Oh french fries with pepper  On 06/06/66 I was little I didn't know shit About 07/07/77 eleven years later still don't know any better By 08/08/88 it's way to late for me to change and By 09/09/99 I hope I'm sitting on the back porch drinking red wine singing Oh french fries with pepper Oh french fries with pepper Oh french fries with pepper Oh french fries with pepper,rock
"When you're falling awake And you take stock of the new day And you hear your voice croak As you choke on what you need to say Well, don't you fret, don't you fear I will give you good cheer Life's a long song Life's a long song Life's a long song If you wait then your plate I will fill As the verses unfold And your soul suffers the long day And the twelve o'clock gloom, spins the room You struggle on your way Well, don't you sigh, don't you cry Lick the dust from your eye Life's a long song Life's a long song Life's a long song We will meet in the sweet light of dawn As the Baker Street train spills your pain All over your new dress And the symphony sounds underground Put you under duress Well, don't you squeal as the heel Grinds you under the wheels Life's a long song Life's a long song Life's a long song But the tune ends too soon for us all But the tune ends too soon for us all",rock
"-I love you! -Show me  Something got me started You know that I will love you Lately since we parted I truly know that I need you  I'd give it all up for you I'd give it all up for you I'd give it all up for you I'd give it all up for you I'd give it all up for you (Yes, I would) I'd give it all up for you (Yes, I would) I'd give it all up for you (Yes, I would) I'd give it all up for you (Yes, I would)  Totally brokenhearted Guilty of what I did to you Lately since we parted I truly know that I need you Yes, a little because  I'd give it all up for you I'd give it all up for you I'd give it all up for you I'd give it all up for you I'd give it all up for you (Yes, I would) I'd give it all up for you (Yes, I would) I'd give it all up for you (Yes, I would) I'd give it all up for you (Yes, I would) Come on 'I really love you' Come on  I'd give it all up for you I'd give it all up for you I'd give it all up for you I'd give it all up for you I'd give it all up for you (Yes, I would) I'd give it all up for you (Yes, I would) I'd give it all up for you (Yes, I would) I'd give it all up for you (Yes, I would)  Yes, I would Yes, I would Yes, I would Hey! Yes, I would Yeah Yes, I would (Something got me started) (Something got me started) You've got to help me now (Something got me started) You've got to help me now (Something got me started) You've got to help me now (Something got me started) You've got to help me now, help me (Something got me started) I'll take it out",rock
"I met a gin-soaked barroom queen in Memphis She tried to take me upstairs for a ride She had to heave me right across her shoulder Cause I just can't seem to drink it off my mind  It's the honky tonk women Gimme, gimme, gimme the honky tonk blues  I laid a divorcee in New York City I had to put up some kind of a fight The lady then she covered me with roses She blew my nose and then she blew my mind  It's the honky tonk women Gimme, gimme, gimme the honky tonk blues  Strollin' on the boulevards of Paris Naked as the day that I will die The sailors, they're so charming there in Paris But I just don't seem to sail you off my mind  It's the honky tonk women Gimme, gimme, gimme the honky tonk blues",rock
"Did you hear about the midnight rambler? Everybody got to go Did you hear about the midnight rambler? The one that shut the kitchen door He don't give you a hoot of a warning Wrapped up in a black cat cloak He don't go in the light of the morning He split the time the cock'rel crows I'm talkin' 'bout the midnight gambler The one you never seen before Yeah, I'm talkin' 'bout the midnight gambler Did you see him jump the garden wall? Sighin' down the wind so sadly Listen and you'll hear him moan Well, I'm talkin' about the midnight gambler Everybody got to go Did you hear about the midnight rambler? Well, honey, it's no rock 'n' roll show Well, I'm talkin' about the midnight gambler Yeah, the one you never seen before Don't you do that Don't do that Don't you do that Don't you, don't you do that Don't you, don't you do that Don't do that Don't do that Don't you, don't you do that Don't you, don't you do that Don't you do that Don't you do that Don't you do that Don't you do that Don't you do that Don't you do that Don't you do that Don't you do that Don't you do that Don't you do that Don't you do that Don't you do that Don't do that Don't you do that Don't you do that Don't you do that Don't you, don't you do that Don't you, don't you do that Don't you do that Don't you, don't you do that Don't do that Don't do that Don't do that Don't do that Don't do that Don't do that Don't do that Don't do that Don't do that Don't do that Don't do that Well, you heard about the Boston It's not one of those Well, I'm talkin' 'bout the midnight The one that closed the bedroom door I'm called the hit-and-run raper in anger The knife-sharpened tippie-toe Or just the shoot 'em dead, brainbell jangler You know, the one you never seen before So if you ever meet the midnight rambler I'm coming down your marble hall Well, he's pouncing like a proud black panther Well, you can say I, I told you so Well, don't listen for the midnight rambler Play it easy, as you go I'm gonna smash down all your plate glass windows Put a fist, put a fist through your steel-plated door Did you hear about the midnight rambler? He'll leave his footprints up and down your hall And did you hear about the midnight gambler? And did you see me make my midnight call? And if you ever catch the midnight rambler I'll steal your mistress from under your nose I'll go easy with your cold fanged anger I'll stick my knife right down your throat, baby And it hurts!",rock
"In Europe and America there's a growing feeling of hysteria Conditioned to respond to all the threats In the rhetorical speeches of the Soviets Mister Krushchev said, ""We will bury you"" I don't subscribe to this point of view It'd be such an ignorant thing to do If the Russians love their children too How can I save my little boy from Oppenheimer's deadly toy? There is no monopoly on common sense On either side of the political fence We share the same biology, regardless of ideology Believe me when I say to you I hope the Russians love their children too There is no historical precedent To put the words in the mouth of the president? There's no such thing as a winnable war It's a lie we don't believe anymore Mister Reagan says, ""We will protect you"" I don't subscribe to this point of view Believe me when I say to you I hope the Russians love their children too We share the same biology, regardless of ideology But what might save us, me and you Is if the Russians love their children too",rock
"(Radio) (Radio)  I'd sit alone and watch your light My only friend through teenage nights And everything I had to know I heard it on my radio  You gave them all those old time stars Through wars of worlds invaded by Mars You made 'em laugh, you made 'em cry You made us feel like we could fly (Radio) So don't become some background noise A backdrop for the girls and boys Who just don't know or just don't care And just complain when you're not there  You had your time, you had the power You've yet to have your finest hour Radio (Radio)  All we hear is radio ga ga Radio goo goo, radio ga ga All we hear is radio ga ga Radio blah blah Radio, what's new? Radio, someone still loves you  We watch the shows, we watch the stars On videos for hours and hours We hardly need to use our ears How music changes through the years Let's hope you never leave, old friend Like all good things, on you we depend So stick around 'cause we might miss you When we grow tired of all this visual  You had your time, you had the power You've yet to have your finest hour Radio (Radio)  All we hear is radio ga ga Radio goo goo, radio ga ga All we hear is radio ga ga Radio goo goo, radio ga ga All we hear is radio ga ga Radio blah blah Radio, what's new? Someone still loves you!  (Radio ga ga, radio ga ga) (Radio ga ga, radio ga ga) (Radio ga ga, radio ga ga)  You had your time, you had the power You've yet to have your finest hour Radio (Radio)",rock
"You don't like crazy music You don't like rockin' You just wanna go to a movie show Sit there, holdin' hands You're so square Baby I don't care I don't care why my heart blips I only know it does I only wanna love you, baby I guess it's just because You're so square Baby I don't care You don't even know any dance steps But I do I only know why I love you And I do, I do, a do, a do, a do You don't like crazy music Don't like rockin', baby You just wanna go to a movie show Sit there holdin' hands You're so square Baby I don't care Baby I don't care Baby I don't care, hey",rock
"There’s colors on the street Red, white, and blue People shuffling their feet People sleeping in their shoes There’s a warning sign on the road ahead There’s a lot of people saying we’d be better off dead Don’t feel like Satan, but I am to them So I try to forget it any way I can  Keep on rockin' in the free world Keep on rockin' in the free world Keep on rockin' in the free world Keep on rockin' in the free world  I see a woman in the night With a baby in her hand There's an old street light Near a garbage can Now she put the kid away and she’s gone to get a hit She hates her life and what she’s done to it There’s one more kid that’ll never go to school Never get to fall in love, never get to be cool  Keep on rockin' in the free world Keep on rockin' in the free world Keep on rockin' in the free world Keep on rockin' in the free world   We got a thousand points of light For the homeless man We got a kinder, gentler machine gun hand We've got department stores and toilet paper Got styrofoam boxes for the ozone layer Got a man of the people says keep hope alive Got fuel to burn, got roads to drive  Keep on rockin' in the free world Keep on rockin' in the free world Keep on rockin' in the free world Keep on rockin' in the free world   Keep on rockin' in the free world",rock
"If This World Were Mine If this world were mine, I'd play a rub a dub all the time Oh girl you would be mine, keeping per perfect time If this world were mine, I'd play a rub a dub all the time Oh girl you would be mine, keeping per perfect time It was a lonely afternoon I took a walk that day And there she was up in the park could it one same way She was wearing something oh that I cannot mention Just to get my attention I said I'm running no game what is your name Do you understand what I say Are you confused by the words that I choose And if you are should I slow down Solo solo solo hay mañana Young girl listen to what I say You got me movin' you got me groovin' make me feel much younger Say even is the bag she got me bubbling under Make me pray to God when you roll like thunder The heat from your body make it hot like fire Say there's no other girl that can quench my desire Now if you had the same you wouldn't call me a liar She makes me high, so high I only wanna rub a dub with you baby, you know I love you I only wanna rub a dub with you baby, all the time Wanna get with you but I wanna be your play toy Venture into something new Wanna kiss your sweet lips touch in the sun dips Tell me what you wanna do Whatcha gonna do",reggae
